Smiles,Tg(C)
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC)C,82
*C(C*)(C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,185
*C(C*)(C(=O)OCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,109
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,60.67
*C(C*)(C(=O)OCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,84
*C(C*)(C(=O)OCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,88
*C(C*)(C(=O)OCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,48
*C(C*)(C(=O)OCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,39
*C(C*)(C(=O)OCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,40
*C(C*)(C(=O)OCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,34
*C(C*)(C(=O)OCCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,18
*C(C*)(C(=O)OCCCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,24
*C(C*)(C(=O)OCCCCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,10
*C(C*)(C(=O)OCCCCCCCCCCCCOc1cc2c(cc1)cc(cc2)C(=O)Oc1ccccc1)C,12
*C(C*)(C(=O)NC(c1c2c(ccc1)cccc2)C)C,161
*C(C*)(C(=O)NC(c1ccccc1)C)C,156.5
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C)C,110
*C(C*)C(=O)OC(C(Cl)(Cl)Cl)Cl,70.5
*C(C*)C(=O)Oc1c(c(c(c(c1F)F)F)F)F,64
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OCCCCCCCCCC)C,110
*C(C*)C(=O)OCCCCCCOc1cc(c(cc1)C=Nc1ccc(cc1)OCCCCC)O,36
*C(C*)C(=O)OCC1(COC(OC1)c1ccccc1)CC,50
*C(C*)C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,52
*C(C*)(C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl,61
*C(C*)(C(=O)OCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,80
*C(C*)(C(=O)OCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,35
*C(C*)(CCCCC)C(=O)OC,44.6
*C(C*)C(=O)NCP(=O)(O)O,26
*C(C*)(C(=O)OC1(CC(=O)OCC1)C)C,110
*C(C*)(C(=O)OCC1OC(OC1)c1ccccc1)C,130
*C(C*)C(=O)NC(CS(=O)(=O)O)(C)C,86.33
*C(*)C(=O)OC1CCCCC1,140
*C(*)C(=O)OC(C)C,70
*C(C*)C(=O)OCCN(C)C,-39
*C(C*)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CC)C,131.14
*C(C*)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCC)C,87
*C(C*)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCC)C,73
*C(C*)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCCCC)C,45
*C(C*)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCCCCCC)C,29
*C(C*)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCCCCCCCC)C,25
*C(C*)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCCCCCCCCCC)C,26
*C(C*)(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCCCCCCCCCCCC)C,23
*C(C*)(C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OCCCC)Cl,153
*C(C*)(C(=O)OCCN(c1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-])C)C,107
*C(C*)(C(=O)OC1(C2CC3CC(CC1C3)C2)C)C,165
*C(C*)(C(=O)OCCN(c1ccc(cc1)N(C)C)C)C,41
*C(C*)(C(=O)OCCCN(c1ccc(cc1)N(C)C)C)C,12.5
*C(C*)(C(=O)OCCCCCCN(c1ccc(cc1)N(C)C)C)C,8.5
*C(C*)(C(=O)Oc1c(cccc1C(C)C)C(C)C)C,198
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C#N)C,43
*C(C*)(C(=O)OCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C#N)C,10
*C(C*)C(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,42
*C(C*)(C(=O)OCC1OC(OC1)CP(=O)(OCC)OCC)C,-38
*C(C*)(C(=O)OC1COC(OC1)CP(=O)(OCC)OCC)C,-36
*C(C*)C(=O)OCCN(c1ccc(cc1)N=Nc1c(cc(cc1)[N+](=O)[O-])Cl)CC,87
*C(C*)(C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)OCCCCCCCCCCCOC(=O)c1cc2c(OCCOCCOCCOCCO2)cc1)C,19
*C(C*)(C(=O)OCCCCCCOc1cc(ccc1)C(=O)Oc1ccc(cc1)C#N)C,38
*C(C*)(C(=O)OCCN(c1ccc(cc1)[N+](=O)[O-])CC)C,98
*C(C*)(C(=O)OCCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CCO)C,131
*C(C*)(C(=O)OCc1c(cc(cc1)F)F)C,46
*C(C*)(C(=O)OCc1c(ccc(c1)F)F)C,50
*C(C*)(C(=O)OCc1c(cccc1F)F)C,82
*C(C*)(C(=O)OCCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC(=O)c1cc2c(OCCOCCOCCOCCO2)cc1)C,59
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)C=Cc1ccc(cc1)Cl)C,127
*C(C*)(C(=O)OC1C(CCCC1)C(C)(C)C)C,156.13
*C(C*)(C(=O)OCC(C1CC(C1)(c1ccccc1)C)O)C,105
*C(C*)(C(=O)OCC(=O)c1ccccc1)C,92.5
*C(C*)(C(=O)OCCOCCOCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,37
*C(C*)(C(=O)OCCOCCOCCOCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,20
*C(C(CC*)C)(C(=O)OC)C,41.29
*C(C*)(C(=O)OCCC1CCCCC1)C,76.33
*C(C*)(C(=O)OCCCC1CCCCC1)C,41.33
*C(C*)(C(=O)OCCCCC1CCCCC1)C,29.33
*C(CC(C*)C)(C(=O)OC)C,16
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C1OCC2(CO1)CC1C=CC2C1)C,118.5
*C(C*)(C(=O)OCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C1OCC2(CO1)CC1C=CC2C1)C,106.2
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C1OCC2(CO1)CC1C=CC2C1)C,103.2
*C(C*)(C(=O)OCC1(COC1)CC)C,72.5
*C(C*)(C(=O)OCc1ccc(cc1)C=CC(=O)Oc1ccc(cc1)OC)C,89
*C(C*)(C(=O)OCc1ccc(cc1)C=CC(=O)C1c2c(C(=O)c3c1cccc3)cccc2)C,163
*C(C*)(C(=O)OCc1ccc(cc1)C=CC(=O)Oc1cc2c(cc1)oc(=O)cc2)C,140
*C(C*)(C(=O)OCc1cc(c(cc1)Cl)Cl)C,34.45
*C(C*)(C(=O)OCSC)C,60
*C(C(*)(C(=O)OC(C([2H])([2H])[2H])([2H])[2H])C([2H])([2H])[2H])([2H])[2H],94
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)Nc1nccs1)CCCC)C,53
*C(C*)C(=O)Oc1cc(cc(c1)C)C,54
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C)C)C,114
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C)CCCC)C,114
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)C=Cc1cc(c(cc1)OC)OC)C,137
*C(C*)(C(=O)OCCCCCC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OC)C,40
*C(C*)(C(=O)OCCCCCC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCC)C,43
*C(C*)(C(=O)OCCCCCC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCC)C,45
*C(C*)(C(=O)OCCCCCC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC)C,40
*C(C*)(C(=O)OCCCCCC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCC)C,50
*C(C*)(C(=O)OCCCCCC(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCC)C,44
*C(C*)(CC(=O)OC1CCC1)C(=O)OC1CCC1,60
*C(C*)(CC(=O)OC1CCCCCC1)C(=O)OC1CCCCCC1,105
*C(C*)C(=O)Oc1ccc(cc1)C(=O)OCc1ccccc1,16.25
*C(C*)(C(=O)OCc1cscc1)C,83.5
*C(C*)(C(=O)OCC1CCC1)C,114
*C(C*)C(=O)Nc1c(cccc1)Cl,63
*C(C*)C(=O)Nc1cc(ccc1)Cl,70
*C(C*)C(=O)Nc1ccc(cc1)Cl,76
*C(C*)C(=O)NCCC[N+](CCCS(=O)(=O)O)(C)C,141.5
*C(C*)C(=O)NCCC[N+](C)(C)C,78
*C(C*)C(=O)OCCOCC1(COC1)CC,-16
*C(C*)(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)N=Nc1ccc(cc1)[N+](=O)[O-])C,36
*C(C*)(C(=O)Nc1cc(ccc1)c1oc(nn1)c1ccccc1)C,65
*C(C*)(C(=O)OCC(=O)Nc1noc(c1)C)C,128
*C(C*)(C(=O)OCCn1c2ccc(cc2c2ccccc12)N=Nc1ccc(cc1)[N+](=O)[O-])C,164
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccncc1)C,40
*C(C*)(CC(=O)OCCCl)C(=O)OCCCl,43
*C(C*)(CC(=O)OCCCCl)C(=O)OCCCCl,47
*C(C*)(C(=O)OCC1OCCOCCOCCOC1)C,35
*C(C*)(C(=O)OCC(=O)N1CCOCC1)C,128
*C(C*)(C(=O)OCC(=O)N1CCCC1)C,144
*C(C*)C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC,47
*C(C*)C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCC,48
*C(C*)C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC,45
*C(C*)C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCC,46
*C(C*)C(=O)Oc1ccc(cc1)[N+](=O)[O-],73.3
*C(C*)C(=O)Nc1ccc(cc1)C(=O)C=Cc1cc(ccc1)Br,55
*C(C*)C(=O)Nc1ccc(cc1)C(=O)C=Cc1ccc(cc1)Br,64
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1c(cc(cc1)N=Nc1ccc(cc1)C#N)C)C)C,111.57
*C(C*)(C(=O)OC(COc1c2c(ccc1)cccc2)COc1c2c(ccc1)cccc2)C,80
*C(C*)(C(=O)OC(COc1ccc(cc1)c1ccccc1)COc1ccc(cc1)c1ccccc1)C,85
*C(C*)(C(=O)OC(COc1c2ccccc2c2ccccc2c1)COc1c2ccccc2c2ccccc2c1)C,112
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1sc2c(n1)ccc(c2)[N+](=O)[O-])CC)C,140
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)C)CC)C,144
*C(C*)(C(=O)OCCS(=O)(=O)c1ccc(cc1)N=Nc1ccc(cc1)N(CC)CC)C,142
*C1C2C(C(C1)CC*)C1C(CC2C1)(C(=O)OC)C,152.46
*C(C*)(C(=O)OCCC1CCN(CC1)CCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,27
*C(C*)C(=O)OC([2H])([2H])[2H],25.75
*C(C*)C(=O)OCCCCOc1ccc(cc1)c1ccc(cc1)C#N,30
*C(C*)(C(=O)Nc1ccc(cc1)C(=O)C=Cc1ccc(cc1)OC)C,35
*C(C*)(C(=O)OC)CCC,73.75
*C(C*)(CCCCCCCC)C(=O)OC,20
*C(C*)(C(=O)OCC[N+](CCCCS(=O)(=O)O)(C)C)C,261
*C(C*)(C(=O)OCCOCC[N+](CCCCS(=O)(=O)O)(CC)CC)C,95
*C(C*)(C(=O)OCCOCCOCC[N+](CCCCS(=O)(=O)O)(CC)CC)C,27
*C(C*)(C(=O)Oc1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)C,156
*C(C*)C(=O)OCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC,67
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)C,73
*C(C*)(C(=O)OCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1cc(ccc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)C,74.5
*C(C*)(C(=O)Oc1cc(c(cc1)[N+](=O)[O-])C)C,101
*C(C*)(C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,23
*C(C*)(C(=O)OCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,23
*C(C*)(C(=O)OCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C,23
*C(C*)C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],128.2
*C(C*)C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)OC,133.6
*C(C*)(C(=O)OCCn1c2ccc(cc2c2ccccc12)N=Nc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-])C,182
*C(C*)(C(=O)OCCCCn1c2ccc(cc2c2ccccc12)N=Nc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-])C,132
*C(C*)(C(=O)OCCCCCCn1c2ccc(cc2c2ccccc12)N=Nc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-])C,125
*C(C*)(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)N=Nc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-])C,60
*C(C*)(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)C=C(c1ccc(cc1)[N+](=O)[O-])C#N)C,40
*C(C*)(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)C=C(C(=O)OC)C#N)C,58
*C(C*)(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)C=CC1=C(C(=C(C#N)C#N)OC1(C)C)C#N)C,55
*C(C*)(C(=O)OCc1cc(ccc1)Cl)C,18.25
*C(C*)(C(=O)OCc1ccc(cc1)Cl)C,43.6
*C(C*)(C(=O)OCc1c(c(ccc1)Cl)Cl)C,42.6
*C(C*)(C(=O)OCc1c(cc(cc1)Cl)Cl)C,19.4
*C(C*)(C(=O)OCc1c(ccc(c1)Cl)Cl)C,27.8
*C(C*)(C(=O)OCc1c(cccc1Cl)Cl)C,58.9
*C(C*)(C(=O)OCc1cc(cc(c1)Cl)Cl)C,29.95
*C(C*)(C(=O)OC1CCOCC1)C,153.5
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)c1ccccc1)C,118
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OCCCC)C,79
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)C=Cc1ccc(cc1)OCc1ccccc1)C,152
*C(C*)(C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,145
*C(C*)(C(=O)OCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,112
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,108
*C(C*)(C(=O)Oc1ccc(cc1)N=Nc1ccc(cc1)OC)C,120
*C(C*)(C(=O)OCCOc1ccc(cc1)N=Nc1ccc(cc1)OC)C,109
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccccc1)cccc2)C,46
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccc(cc1)C)cccc2)C,40
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccc(cc1)C#N)cccc2)C,41
*C(C*)(C(=O)OCCCOc1ccc(cc1)C(=O)Oc1ccc2c(c1)oc(=O)cc2)C,68
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc2c(c1)oc(=O)cc2)C,102
*C(C*)(C(=O)OCC1N(CC(C1)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C,127
*C(C*)(C(=O)OCC1N(CC(C1)NC(=O)C1N(CC(C1)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)C1N(CC(C1)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C,200
*C(C*)(C(=O)OCC1OC(C(C1O)O)n1c(=O)[nH]c(=O)cc1)C,151
*C(C*)(C(=O)NC1C(OC(C(C1O)O)CO)O)C,100
*C(C*)(C(=O)OC1(CN(CCC1)c1ccc(cc1)N=Nc1ccc(cc1)C=C(S(=O)(=O)C)C#N)C)C,196
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C#Cc1c(cc(c(c1)C)C=Cc1ccncc1)C)C,51
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C#Cc1c(cc(c(c1)OC)C=Cc1ccncc1)OC)C,62
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1CCCC)cccc2)C)C,57
*C(C*)(C(=O)OCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1CCCC)cccc2)C)C,69
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1CCCC)cccc2)C)C,85
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1C)cccc2)C)C,72
*C(C*)(C(=O)OCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1C)cccc2)C)C,75
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)C=Cc1c(c2c(n1C)cccc2)C)C,98
*C(C*)(C(=O)OCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,23
*C(C*)(C(=O)OCCN(c1cc(c(cc1)N=Nc1ccc(cc1)OC)C)CC)C,95
*C(C*)C(=O)OCCCOc1ccc(cc1)C(=O)OCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,17
*C(C*)C(=O)OCCCOc1ccc(cc1)C(=O)OCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,48
*C(C*)(C(=O)OCCCCCCCCCCCCCCC(=O)NC1OC(C(C(C1OC(=O)C)OC(=O)C)OC1OC(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)COC(=O)C)C,95.2
*C(C*)(C(=O)OCCCCCCCCCCCCCCC(=O)NC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)CO)C,133.1
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccc(cc1)F)cccc2)C,42
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccc(cc1)Cl)cccc2)C,50
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccc(cc1)Br)cccc2)C,46
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1c2c(c(cc1)N=Nc1ccc(cc1)I)cccc2)C,40
*C(C*)(C(=O)OCCCCCCN1CCN(CC1)c1ccc(cc1)N=Nc1ccc(cc1)C#N)C,77
*C(C*)(C(=O)OCCN(CC)c1ccccc1)C,36.5
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C#N)CC)C,116.25
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1ccccc1)c1ccccc1,307
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1cc(ccc1)C)c1ccccc1,305
*C1C2CC(C(C1*)C2)C(=O)OCCc1ccc(cc1)N(c1c2c(ccc1)cccc2)c1ccccc1,333
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,55
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,51
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)F)C,49
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)Cl)C,54
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccccc1)C,56
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC)C,62
*C(C*)(C(=O)OCC[N+](CCCCCCC)(C)C)C,-44
*C(C*)(C(=O)OCCCCCCN1CCN(CC1)c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C,60
*C(C*)(C(=O)OCCCCCCN1CCN(CC1)c1ccc(cc1)N=Nc1ccc(cc1)C=C(C#N)C#N)C,83
*C(C*)(C(=O)OCC#CO[Si](C)(C)C)C,57
*C(C*)(C(=O)Oc1ccc(cc1)C=Cc1ccccc1)C,143
*C(C*)(C(=O)Oc1c(cc(cc1OC)C=Cc1ccccc1)OC)C,140
*C(C*)(C(=O)OCc1cc2c(OCCOCCOCCOCCO2)cc1)C,38
*C(C*)(C(=O)OCc1cc(c(cc1)OCCOCC)OCCOCC)C,-2
*C(C*)(C(=O)OCc1cc(c(cc1)OCCOCCOCC)OCCOCCOCC)C,-33
*C(C*)(C(=O)OCc1cc(c(cc1)OCCOCCOCCOCC)OCCOCCOCCOCC)C,-92
*C1C2C(C(C(C1*)C2)C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,277
*C1C2C(C(C(C1*)C2)C(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,254
*C1C2C(C(C(C1*)C2)C(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,200
*C1C2C(C(C(C1*)C2)C(=O)OCC12CC3CC(CC(C1)C3)C2)C(=O)OCC12CC3CC(CC(C1)C3)C2,328
*C1C2C(C(C(C1*)C2)C(=O)OCCC12CC3CC(CC(C1)C3)C2)C(=O)OCCC12CC3CC(CC(C1)C3)C2,300
*C1C2C(C(C(C1*)C2)C(=O)OCC1C2CCC(C1)C2)C(=O)OCC1C2CCC(C1)C2,320
*C1C2C(C(C(C1*)C2)C(=O)OCCC1C2CCC(C1)C2)C(=O)OCCC1C2CCC(C1)C2,260
*C(C*)(C(=O)Oc1ccc(cc1)OCc1ccccc1)C,95.3
*C(C*)(C(=O)OCCC1CC[N+](CC1)(CCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])C)C,57.8
*C(C*)C(=O)N1CC[NH+](CC1)CC,72.5
*C(C*)(C(=O)OCCC[Si]12O[Si]3(O[Si]4(O[Si]5(O[Si](O[Si](O[Si](O[Si](O1)(O4)CC(C)C)(O5)CC(C)C)(O2)CC(C)C)(O3)CC(C)C)CC(C)C)CC(C)C)CC(C)C)C,85
*C(C*)(C(=O)OC1CCCCCCC1)C,73
*C(C*)(C(=O)OC1CCCCCCCCC1)C,58
*C(C*)(C(=O)OC1CCCCCCCCCCC1)C,56
*C(C*)(C(=O)OCCCCCCCC[n+]1ccc(cc1)N(C)C)C,70
*C(C*)(C(=O)OCCCCCCCCCCCC[n+]1ccc(cc1)N(C)C)C,55.5
*C(C*)(C(=O)OCCCCCCCCCCCCCCCC[n+]1ccc(cc1)N(C)C)C,60
*C(C(C(C*)OC(=O)C)C(=O)OCCCC)C(=O)OCCCC,-12
*C(C*)(C(=O)OCCCCCCOc1c(cc(cc1)C=CC1=C(C(=C(C#N)C#N)OC1(C)C)C#N)OCCCCCC)C,80
*C(C*)C(=O)NCC(=O)N,186
*C(C*)(C(=O)OCC(=O)c1cc2c(o1)ccc(c2)Br)C,137
*C(C(CCCCCC*)Cl)Cl,-18
*C(C(*)F)C(F)(F)F,87
*C1(C(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(*)(F)F)F)(F)F)F,198
*C(C(*)(Cl)[2H])([2H])[2H],85
*C(CCCCCCCC*)Cl,-33
*C(=C(*)C)CCC,200
*C(=C(*)C)CCCCC,180
*C(=C(*)C)CCCCCCC,160
*C(=C*)C(C)(C)C,200
*C1(CC(c2c1cc(cc2)*)(C)C)C,212.75
*C(=C(C(C(*)([2H])[2H])([2H])[2H])[2H])C([2H])([2H])[2H],-58
*C(C(*)(C(=C([2H])[2H])[2H])[2H])([2H])[2H],1
*C1C2C(C=CC2)C(C1)C=C*,140.03
*C(=CC(C*)C)C,2.08
*C1C2CC(=CC)C(C1*)C2,61.4
*C1C2C3C(C=CC3)C(C1*)C2,103.55
*C1C(CC(C1)C=C*)C1CC=CCC1,105
*c1cc2C(c3c(c2cc1)ccc(c3)*)(CCCCCCCC)CCCCCCCC,57.66
*c1cc2C(c3c(c2cc1)ccc(c3)*)(CC(CCCC)CC)CC(CCCC)CC,27.64
*c1cc2C(c3c(c2cc1)ccc(c3)*)(CCCCCC)CCCCCC,104
*C1C(=CC)CC(C1)C=C*,118.43
*c1cc2C(c3c(c2cc1)ccc(c3)C=C*)(CC(CCCC)CC)CC(CCCC)CC,165
*C=CC(*)(C)C,-10
*C1C2C(C(C1)C=C*)C1CCC2C1,204.76
*OC(=O)CCCCCCCCCCC(=O)OCCOCC*,-71
*c1c(nnc(n1)c1nc(ccc1)c1nc(c(nn1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)*)c1ccccc1,219
*c1nnc(nc1)c1nc(ccc1)c1nc(cnn1)c1ccc(cc1)Oc1ccc(cc1)*,223
*c1nc(nc(n1)Oc1ccc(cc1)C(c1ccc(cc1)O*)(C)C)Cl,80
